timestamp,open,high,low,close,volume,symbol
2024-01-01 00:00:00,49954.38845433204,49961.327803307926,49949.62252223087,49958.14348205783,173,BTCUSDT
2024-01-01 00:01:00,49967.49888655457,49970.19124871541,49964.40004439697,49965.66193035804,182,BTCUSDT
2024-01-01 00:02:00,50029.47816555193,50034.37845213875,50024.03429062184,50024.96922554964,59,BTCUSDT
2024-01-01 00:03:00,49988.936339796055,49993.06799867247,49982.27673188236,49986.99026211502,108,BTCUSDT
2024-01-01 00:04:00,50003.97626179325,50010.68197936036,50002.80184035754,50008.19086549222,139,BTCUSDT
2024-01-01 00:05:00,50038.91724185828,50043.615601957375,50032.17222249719,50036.652575082095,74,BTCUSDT
2024-01-01 00:06:00,49961.64925811192,49964.571294054105,49957.23063733443,49964.14869214936,195,BTCUSDT
2024-01-01 00:07:00,49957.077547177236,49959.26454554973,49949.64147501156,49952.227554200304,85,BTCUSDT
2024-01-01 00:08:00,49952.404364373084,49957.5250661453,49949.9595180496,49953.69706330888,128,BTCUSDT
2024-01-01 00:09:00,50014.846193393554,50018.86405597593,50008.582724080195,50011.11132983375,85,BTCUSDT
2024-01-01 00:10:00,50000.37730658262,50005.303361824605,49997.497918638175,50000.0,115,BTCUSDT
2024-01-01 00:11:00,49980.014828694206,49985.60929905157,49978.176134339476,49984.006663890046,488,BTCUSDT
2024-01-01 00:12:00,49973.34879958854,49973.739112726355,49967.40508080705,49968.679716784674,392,BTCUSDT
2024-01-01 00:13:00,49956.53578554808,49959.97050933004,49952.551589762996,49954.019158683885,351,BTCUSDT
2024-01-01 00:14:00,49944.56468678381,49948.418494672565,49939.06888399227,49940.02498958767,111,BTCUSDT
2024-01-01 00:15:00,49927.69041011362,49930.18019804445,49922.60837477025,49926.697209496044,400,BTCUSDT
2024-01-01 00:16:00,49912.943086078514,49915.78474926154,49911.50503263916,49914.03581840899,294,BTCUSDT
2024-01-01 00:17:00,49902.54190333044,49906.02998698902,49901.96686661682,49902.04081632653,353,BTCUSDT
2024-01-01 00:18:00,49894.529010814425,49898.04465886596,49886.02312150817,49890.712203248644,377,BTCUSDT
2024-01-01 00:19:00,49881.76946042002,49884.72913286494,49876.79708152019,49880.04997917535,284,BTCUSDT
2024-01-01 00:20:00,49872.225520446984,49872.886569198876,49869.055493123065,49870.05414410662,378,BTCUSDT
2024-01-01 00:21:00,49860.62805724809,49865.205578426074,49858.6005005258,49860.72469804248,350,BTCUSDT
2024-01-01 00:22:00,49853.84369037254,49854.83151791069,49848.67244943012,49852.06164098292,398,BTCUSDT
2024-01-01 00:23:00,49840.824435330214,49848.363068103594,49840.50534502644,49844.06497292795,220,BTCUSDT
2024-01-01 00:24:00,49832.792610022174,49840.77997636187,49831.22317063662,49836.73469387755,278,BTCUSDT
2024-01-01 00:25:00,49826.40305986497,49834.82189051122,49825.34801217818,49830.07080383174,216,BTCUSDT
2024-01-01 00:26:00,49820.53981217213,49828.7500611161,49816.25524577965,49824.0733027905,266,BTCUSDT
2024-01-01 00:27:00,49814.834982742526,49821.20876503924,49813.1504112992,49818.74219075385,421,BTCUSDT
2024-01-01 00:28:00,49815.855268950014,49819.210827034876,49809.886492394035,49814.077467721785,183,BTCUSDT
2024-01-01 00:29:00,49810.2643669045,49810.26609464768,49805.152704415814,49810.07913369429,426,BTCUSDT
2024-01-01 00:30:00,49803.649867246866,49809.91987477482,49801.61222822528,49806.74718867139,432,BTCUSDT
2024-01-01 00:31:00,49801.08499659681,49808.11719063776,49797.93905031828,49804.08163265306,315,BTCUSDT
2024-01-01 00:32:00,49802.831753082835,49803.621957178344,49797.72395263462,49802.082465639316,109,BTCUSDT
2024-01-01 00:33:00,49797.51144580221,49804.35436753878,49792.544749859524,49800.74968763015,305,BTCUSDT
2024-01-01 00:34:00,49800.106113989124,49801.34321324156,49797.82236595959,49800.08329862557,300,BTCUSDT
2024-01-01 00:35:00,49798.04244722597,49803.81113681529,49795.82579514233,49800.08329862557,132,BTCUSDT
2024-01-01 00:36:00,49797.662740357795,49800.83199639823,49796.00316967919,49800.74968763015,162,BTCUSDT
2024-01-01 00:37:00,49797.86465462826,49803.974982930486,49797.40925345979,49802.082465639316,393,BTCUSDT
2024-01-01 00:38:00,49807.36169933087,49811.2876888713,49802.54128991661,49804.08163265306,228,BTCUSDT
2024-01-01 00:39:00,49810.6617459626,49811.9706972814,49805.919091275966,49806.74718867139,343,BTCUSDT
2024-01-01 00:40:00,49814.39772426706,49818.381367363494,49809.40386943009,49810.07913369429,253,BTCUSDT
2024-01-01 00:41:00,49812.035761404506,49817.12588441712,49808.110372747215,49814.077467721785,485,BTCUSDT
2024-01-01 00:42:00,49819.38610517934,49822.08811031039,49817.84713772871,49818.74219075385,409,BTCUSDT
2024-01-01 00:43:00,49819.79318264662,49824.63536822311,49815.798158057485,49824.0733027905,174,BTCUSDT
2024-01-01 00:44:00,49832.43903930394,49835.49203674421,49828.99429149294,49830.07080383174,428,BTCUSDT
2024-01-01 00:45:00,49837.782399761956,49838.25471741163,49833.76862055341,49836.73469387755,229,BTCUSDT
2024-01-01 00:46:00,49848.84684845083,49852.03853621307,49839.152849244005,49844.06497292795,330,BTCUSDT
2024-01-01 00:47:00,49855.101723986896,49858.400068629104,49850.97042127626,49852.06164098292,225,BTCUSDT
2024-01-01 00:48:00,49865.09885943384,49866.572945716325,49859.07227791304,49860.72469804248,476,BTCUSDT
2024-01-01 00:49:00,49871.999321606425,49874.283095423394,49867.19594580702,49870.05414410662,476,BTCUSDT
2024-01-01 00:50:00,49875.4043186649,49880.48951590488,49872.434009356264,49880.04997917535,248,BTCUSDT
2024-01-01 00:51:00,49890.8117054567,49893.90489601063,49888.267054998105,49890.712203248644,355,BTCUSDT
2024-01-01 00:52:00,49905.35676791302,49907.32639522327,49900.27169363896,49902.04081632653,206,BTCUSDT
2024-01-01 00:53:00,49909.54818400766,49914.50640630174,49909.45444410978,49914.03581840899,443,BTCUSDT
2024-01-01 00:54:00,49921.87473211733,49931.11516442515,49921.34414809287,49926.697209496044,327,BTCUSDT
2024-01-01 00:55:00,49938.51349862579,49944.367625507686,49935.13792052745,49940.02498958767,181,BTCUSDT
2024-01-01 00:56:00,49958.19570211178,49961.25123624026,49950.50063499202,49954.019158683885,170,BTCUSDT
2024-01-01 00:57:00,49971.381952122225,49973.569491128146,49967.385848990416,49968.679716784674,202,BTCUSDT
2024-01-01 00:58:00,49982.890569647374,49984.167457693,49981.13817662227,49984.006663890046,308,BTCUSDT
2024-01-01 00:59:00,50001.16312007754,50001.68089621012,49999.35933384701,50000.0,380,BTCUSDT
2024-01-01 01:00:00,50003.8526640439,50006.077027755055,49996.109087337805,50000.0,308,BTCUSDT
2024-01-01 01:01:00,49992.97195668144,49997.63144049175,49990.085373660564,49994.28571428572,267,BTCUSDT
2024-01-01 01:02:00,49990.83177358488,49994.6472435274,49983.67337589774,49988.57142857143,282,BTCUSDT
2024-01-01 01:03:00,49980.44615121835,49986.965997247746,49977.190149887414,49982.857142857145,217,BTCUSDT
2024-01-01 01:04:00,49981.2390200399,49982.546709185546,49976.323485775494,49977.142857142855,416,BTCUSDT
2024-01-01 01:05:00,49969.07495667969,49973.008835884546,49968.0198733008,49971.42857142857,322,BTCUSDT
2024-01-01 01:06:00,49961.42476427477,49970.70112332301,49960.39027012615,49965.71428571428,376,BTCUSDT
2024-01-01 01:07:00,49960.446561859004,49964.13830958684,49955.677038727335,49960.0,273,BTCUSDT
2024-01-01 01:08:00,49957.629360004285,49962.18071729097,49952.65319573582,49954.28571428572,325,BTCUSDT
2024-01-01 01:09:00,49945.9589547786,49952.24854573888,49942.74507848269,49948.57142857143,489,BTCUSDT
2024-01-01 01:10:00,49940.074962738174,49944.26259951171,49938.0475951015,49942.857142857145,287,BTCUSDT
2024-01-01 01:11:00,49938.98569816421,49941.116957492435,49935.46974838469,49937.142857142855,147,BTCUSDT
2024-01-01 01:12:00,49935.908773168245,49940.168047590894,49930.912971352074,49931.42857142857,454,BTCUSDT
2024-01-01 01:13:00,49930.45361373912,49932.47227366181,49924.289535703116,49925.71428571428,331,BTCUSDT
2024-01-01 01:14:00,49918.241941681634,49924.00645900461,49916.706379714386,49920.0,452,BTCUSDT
2024-01-01 01:15:00,50026.62803605478,50028.24184097693,50020.2234517695,50022.18559124031,138,BTCUSDT
2024-01-01 01:16:00,49952.98692936921,49956.04400996559,49947.69147778033,49952.11881401048,67,BTCUSDT
2024-01-01 01:17:00,50031.28151426022,50033.81631378514,50025.55995597543,50028.72782076465,88,BTCUSDT
2024-01-01 01:18:00,50007.15457164032,50009.44163763053,50004.85039840271,50006.96464893325,173,BTCUSDT
2024-01-01 01:19:00,50025.93585204678,50026.000366409666,50020.6064219058,50023.55467873134,179,BTCUSDT
2024-01-01 01:20:00,50027.70870615706,50033.0925771441,50025.98307591286,50028.23036743042,103,BTCUSDT
2024-01-01 01:21:00,50003.40004672596,50004.81158255384,49997.22686834703,50000.0,481,BTCUSDT
2024-01-01 01:22:00,49980.80121860134,49984.95640293167,49978.63170394663,49984.006663890046,147,BTCUSDT
2024-01-01 01:23:00,49965.61261719952,49969.45956435789,49964.666437738226,49968.679716784674,382,BTCUSDT
2024-01-01 01:24:00,49955.839268922755,49958.88449054844,49949.13849025767,49954.019158683885,287,BTCUSDT
2024-01-01 01:25:00,49935.33348590699,49941.23770932747,49933.8892743282,49940.02498958767,273,BTCUSDT
2024-01-01 01:26:00,49928.61581488936,49929.436619110085,49922.30432457648,49926.697209496044,230,BTCUSDT
2024-01-01 01:27:00,49909.615825878274,49916.926492938335,49906.06959827201,49914.03581840899,159,BTCUSDT
2024-01-01 01:28:00,49897.950760353364,49903.03284610062,49893.63553016625,49902.04081632653,438,BTCUSDT
2024-01-01 01:29:00,49892.610030794705,49893.69243831417,49885.88019915952,49890.712203248644,252,BTCUSDT
2024-01-01 01:30:00,49884.66547649635,49887.98403409954,49876.26280226654,49880.04997917535,160,BTCUSDT
2024-01-01 01:31:00,49866.41665730368,49870.52626441843,49863.695838494445,49870.05414410662,161,BTCUSDT
2024-01-01 01:32:00,49861.24436389286,49863.80298859834,49858.838652525585,49860.72469804248,382,BTCUSDT
2024-01-01 01:33:00,49850.21074110272,49853.951390595015,49849.868448283305,49852.06164098292,454,BTCUSDT
2024-01-01 01:34:00,49848.778721828014,49849.39469575677,49842.63823369284,49844.06497292795,355,BTCUSDT
2024-01-01 01:35:00,49833.76627497671,49840.71440133052,49830.31287383391,49836.73469387755,269,BTCUSDT
2024-01-01 01:36:00,49833.36261294025,49835.69038555807,49825.60443647415,49830.07080383174,453,BTCUSDT
2024-01-01 01:37:00,49824.54694426792,49827.5577471601,49820.93861937097,49824.0733027905,427,BTCUSDT
2024-01-01 01:38:00,49819.0006618782,49819.21123741581,49815.1216730719,49818.74219075385,243,BTCUSDT
2024-01-01 01:39:00,49812.2627077283,49814.117545029105,49807.46946362619,49814.077467721785,451,BTCUSDT
2024-01-01 01:40:00,49810.15470192349,49814.32121875139,49808.780872911804,49810.07913369429,347,BTCUSDT
2024-01-01 01:41:00,49809.33556383081,49811.491672402706,49805.59548888741,49806.74718867139,454,BTCUSDT
2024-01-01 01:42:00,49807.371213626495,49812.19990571413,49802.78561948935,49804.08163265306,493,BTCUSDT
2024-01-01 01:43:00,49797.61113755811,49805.13756473768,49797.384567636684,49802.082465639316,215,BTCUSDT
2024-01-01 01:44:00,49804.10112878775,49809.09442711144,49799.867274610544,49800.74968763015,391,BTCUSDT
2024-01-01 01:45:00,49801.237388823756,49803.82278895881,49795.59360426957,49800.08329862557,419,BTCUSDT
2024-01-01 01:46:00,49796.07014825192,49803.720291465834,49795.78816280072,49800.08329862557,324,BTCUSDT
2024-01-01 01:47:00,49802.047932590074,49803.42542959574,49799.67018249673,49800.74968763015,252,BTCUSDT
2024-01-01 01:48:00,49797.652355440005,49802.9986770115,49794.444921003946,49802.082465639316,113,BTCUSDT
2024-01-01 01:49:00,49800.93058630638,49804.1531760787,49798.42100052489,49804.08163265306,260,BTCUSDT
2024-01-01 01:50:00,49808.55853569378,49811.897788389026,49801.864983141066,49806.74718867139,275,BTCUSDT
2024-01-01 01:51:00,49814.151804707515,49818.76450767971,49806.81958166753,49810.07913369429,370,BTCUSDT
2024-01-01 01:52:00,49815.57111666891,49816.38587809756,49810.60981234532,49814.077467721785,486,BTCUSDT
2024-01-01 01:53:00,49816.65264884185,49822.700646119236,49816.236293884875,49818.74219075385,445,BTCUSDT
2024-01-01 01:54:00,49819.164399999456,49824.42037183261,49817.688375167956,49824.0733027905,106,BTCUSDT
2024-01-01 01:55:00,49830.50139882672,49830.52416943226,49825.89917109663,49830.07080383174,409,BTCUSDT
2024-01-01 01:56:00,49836.8452235423,49837.5714349941,49835.096951562846,49836.73469387755,221,BTCUSDT
2024-01-01 01:57:00,49845.707831441316,49849.750118796765,49840.20191394372,49844.06497292795,222,BTCUSDT
2024-01-01 01:58:00,49850.07079751054,49853.46730995762,49846.99597885724,49852.06164098292,226,BTCUSDT
2024-01-01 01:59:00,49861.40647679651,49865.91997040966,49857.893093657935,49860.72469804248,446,BTCUSDT
2024-01-01 02:00:00,49868.2389588929,49870.24112272007,49864.78211876117,49870.05414410662,227,BTCUSDT
2024-01-01 02:01:00,49875.0791875483,49881.52220787607,49874.41314913544,49880.04997917535,409,BTCUSDT
2024-01-01 02:02:00,49891.70205755044,49894.290836360255,49888.795147721285,49890.712203248644,110,BTCUSDT
2024-01-01 02:03:00,49905.81413780865,49907.35868710413,49897.52372259112,49902.04081632653,398,BTCUSDT
2024-01-01 02:04:00,49915.19282224961,49919.28273396329,49911.81266610362,49914.03581840899,417,BTCUSDT
2024-01-01 02:05:00,49927.55861214056,49930.366311968224,49922.43602071069,49926.697209496044,331,BTCUSDT
2024-01-01 02:06:00,49940.307057986225,49942.97838685627,49937.42494024936,49940.02498958767,173,BTCUSDT
2024-01-01 02:07:00,49950.713791638256,49957.33580576242,49946.01606283243,49954.019158683885,431,BTCUSDT
2024-01-01 02:08:00,49965.92386254201,49969.15098811724,49961.53891385755,49968.679716784674,251,BTCUSDT
2024-01-01 02:09:00,49980.228855136695,49988.58684712789,49979.84563782058,49984.006663890046,171,BTCUSDT
2024-01-01 02:10:00,49996.39577745415,50002.40201174333,49994.99086236727,50000.0,111,BTCUSDT
2024-01-01 02:11:00,50003.39482568198,50007.44145674912,49998.931919786504,50000.0,317,BTCUSDT
2024-01-01 02:12:00,49990.39485745252,49994.61443866207,49986.32219055523,49994.28571428572,481,BTCUSDT
2024-01-01 02:13:00,49987.690200603174,49990.28605485828,49984.16692305106,49988.57142857143,413,BTCUSDT
2024-01-01 02:14:00,49985.66405495088,49986.271610558804,49980.21692018206,49982.857142857145,271,BTCUSDT
2024-01-01 02:15:00,49980.87491925963,49982.43235551141,49972.59590087269,49977.142857142855,276,BTCUSDT
2024-01-01 02:16:00,49969.023069152114,49973.538216284665,49964.369328881214,49971.42857142857,160,BTCUSDT
2024-01-01 02:17:00,49962.12445362279,49970.42522009744,49957.451527929596,49965.71428571428,397,BTCUSDT
2024-01-01 02:18:00,49955.18654585216,49960.068850298056,49953.83627971284,49960.0,149,BTCUSDT
2024-01-01 02:19:00,49956.67145793359,49956.67725326958,49950.37269089723,49954.28571428572,295,BTCUSDT
2024-01-01 02:20:00,49950.39902630115,49953.110741291086,49944.45963267732,49948.57142857143,403,BTCUSDT
2024-01-01 02:21:00,49945.96415752058,49950.467840376,49938.39643891651,49942.857142857145,422,BTCUSDT
2024-01-01 02:22:00,49934.63820626116,49941.87332527757,49929.82016818952,49937.142857142855,446,BTCUSDT
2024-01-01 02:23:00,49928.826675417185,49932.51294161017,49927.30134616271,49931.42857142857,400,BTCUSDT
2024-01-01 02:24:00,49924.890035547636,49929.51056426108,49920.05271888234,49925.71428571428,242,BTCUSDT
2024-01-01 02:25:00,49919.98597174451,49922.70375277147,49917.88481414368,49920.0,122,BTCUSDT
2024-01-01 02:26:00,49983.60216307854,49985.81816776469,49982.03329805633,49985.044183332924,120,BTCUSDT
2024-01-01 02:27:00,50034.09058501079,50040.662574805436,50033.53977689144,50038.98706262111,136,BTCUSDT
2024-01-01 02:28:00,50005.13309003583,50010.35743346215,50003.799316898665,50006.742139482325,185,BTCUSDT
2024-01-01 02:29:00,49986.116549349004,49989.16469127443,49977.791721075104,49982.7052382463,185,BTCUSDT
2024-01-01 02:30:00,49964.898833753316,49967.02341124596,49959.70837459679,49961.86955954357,155,BTCUSDT
2024-01-01 02:31:00,50029.11758041288,50036.179532097114,50027.028704382596,50031.77979366876,51,BTCUSDT
2024-01-01 02:32:00,50025.554758434846,50030.07753292853,50021.098731491125,50022.14816333318,54,BTCUSDT
2024-01-01 02:33:00,50001.38402670827,50005.998965046165,49997.5071628878,50000.0,382,BTCUSDT
2024-01-01 02:34:00,49988.64146412189,49993.52443752475,49980.335966793195,49984.006663890046,181,BTCUSDT
2024-01-01 02:35:00,49972.08782328607,49976.7494288145,49965.61073836752,49968.679716784674,110,BTCUSDT
2024-01-01 02:36:00,49950.55471544116,49954.77384424306,49949.53049649445,49954.019158683885,197,BTCUSDT
2024-01-01 02:37:00,49943.871842826644,49947.271682581566,49937.34110124883,49940.02498958767,335,BTCUSDT
2024-01-01 02:38:00,49922.67291747135,49929.62857465436,49918.40799367849,49926.697209496044,110,BTCUSDT
2024-01-01 02:39:00,49911.60931867772,49914.07190259349,49909.11142717317,49914.03581840899,496,BTCUSDT
2024-01-01 02:40:00,49904.47083357366,49906.44844006945,49899.55371347146,49902.04081632653,260,BTCUSDT
2024-01-01 02:41:00,49889.73355208294,49891.025678715545,49886.27942013893,49890.712203248644,345,BTCUSDT
2024-01-01 02:42:00,49875.36854713749,49883.90360743145,49872.539712242346,49880.04997917535,461,BTCUSDT
2024-01-01 02:43:00,49872.58511384035,49873.53521548958,49868.44243212482,49870.05414410662,273,BTCUSDT
2024-01-01 02:44:00,49856.50299239812,49865.42746012568,49853.45818769922,49860.72469804248,156,BTCUSDT
2024-01-01 02:45:00,49853.51152195044,49854.7044574417,49849.81536146049,49852.06164098292,136,BTCUSDT
2024-01-01 02:46:00,49841.47078832794,49845.018161325985,49837.271571841164,49844.06497292795,137,BTCUSDT
2024-01-01 02:47:00,49839.95314992039,49842.24012570147,49832.52934413092,49836.73469387755,138,BTCUSDT
2024-01-01 02:48:00,49831.210814521786,49833.44375767949,49825.552136409584,49830.07080383174,340,BTCUSDT
2024-01-01 02:49:00,49827.82598808015,49832.15473047111,49820.89928107925,49824.0733027905,127,BTCUSDT
2024-01-01 02:50:00,49817.760210358705,49822.85455991192,49815.93385038797,49818.74219075385,229,BTCUSDT
